Sequence,Start,End,Primer
GPSC37,165852,167679,rev
GPSC37,167679,169484,rev
GPSC37,169484,171286,rev
GPSC37,171286,173119,rev
GPSC37,182876,184658,rev
GPSC37,184658,186403,rev
GPSC37,186403,188400,rev
GPSC37,188400,189969,rev
GPSC37,189969,191757,rev
GPSC37,191757,193558,rev
GPSC37,193558,195378,rev
GPSC37,195378,197228,rev
GPSC37,197228,199244,rev
GPSC37,199244,200987,rev
GPSC37,200987,202848,rev
GPSC37,202848,204617,rev
GPSC37,204617,206409,rev
GPSC37,210019,211847,rev
GPSC37,211847,213605,rev
GPSC37,213605,215428,rev
GPSC37,215428,217210,rev
GPSC37,217210,218995,rev
GPSC37,218995,220824,rev
GPSC37,220824,222582,rev
GPSC37,222582,224424,rev
GPSC37,224424,226235,rev
GPSC37,226235,228038,rev
GPSC37,228038,229844,rev
GPSC37,229844,231512,rev
GPSC37,231512,233335,rev
GPSC37,233335,235125,rev
GPSC37,235125,236627,rev
GPSC37,236627,238455,rev
GPSC37,238455,240255,rev
GPSC37,240255,242063,rev
GPSC37,242063,243833,rev
GPSC37,243833,245832,rev
GPSC37,245832,247715,rev
GPSC37,247715,249480,rev
GPSC37,249480,251242,rev
GPSC37,251242,252995,rev
GPSC37,252995,254821,rev
GPSC37,254821,256594,rev
GPSC37,256594,258543,rev
GPSC37,258543,260354,rev
GPSC37,260354,262116,rev
GPSC37,262116,263881,rev
GPSC37,263881,265713,rev
GPSC37,265713,267483,rev
GPSC37,267483,269272,rev
GPSC37,269272,271085,rev
GPSC37,271085,272985,rev
GPSC37,272985,274681,rev
GPSC37,274681,276453,rev
GPSC37,276453,278162,rev
GPSC37,278162,279959,rev
GPSC37,279959,281744,rev
GPSC37,281744,283506,rev
GPSC37,283506,285275,rev
GPSC37,285275,287031,rev
GPSC37,287031,289066,rev
GPSC37,289066,290837,rev
GPSC37,290837,292577,rev
GPSC37,292577,294323,rev
GPSC37,294323,296041,rev
GPSC37,296041,297857,rev
GPSC37,300920,302718,rev
GPSC37,308111,309968,rev
GPSC37,309968,311721,rev
GPSC37,332766,332785,rev
GPSC37,335144,335164,rev
GPSC37,338786,340607,rev
GPSC37,340607,342392,rev
GPSC37,342392,344184,rev
GPSC37,344184,346024,rev
GPSC37,346024,347824,rev
GPSC37,347824,349585,rev
GPSC37,349585,351362,rev
GPSC37,351362,352994,rev
GPSC37,352994,354792,rev
GPSC37,354792,356557,rev
GPSC37,356557,358382,rev
GPSC37,358382,360226,rev
GPSC37,360226,362061,rev
GPSC37,362061,363883,rev
GPSC37,372923,373972,rev
GPSC37,373972,375745,rev
GPSC37,375745,377562,rev
GPSC37,377562,379341,rev
GPSC37,379341,381183,rev
GPSC37,381183,383021,rev
GPSC37,383021,384827,rev
GPSC37,384827,386586,rev
GPSC37,386586,388380,rev
GPSC37,388380,390144,rev
GPSC37,390144,391974,rev
GPSC37,391974,393809,rev
GPSC37,393809,395654,rev
GPSC37,395654,397492,rev
GPSC37,397492,399283,rev
GPSC37,402836,402855,rev
GPSC37,406043,407909,rev
GPSC37,407909,409692,rev
GPSC37,409692,411459,rev
GPSC37,411459,413263,rev
GPSC37,413263,415031,rev
GPSC37,415031,416879,rev
GPSC37,416879,418723,rev
GPSC37,418723,420550,rev
GPSC37,424160,424182,rev
GPSC37,427652,429472,rev
GPSC37,429472,431253,rev
GPSC37,431253,433005,rev
GPSC37,442692,444463,rev
GPSC37,448098,448118,rev
GPSC37,451651,453511,rev
GPSC37,453511,455245,rev
GPSC37,455245,456997,rev
GPSC37,456997,458861,rev
GPSC37,458861,460678,rev
GPSC37,460678,462475,rev
GPSC37,462475,464289,rev
GPSC37,464289,466071,rev
GPSC37,468739,469645,rev
GPSC37,469645,471444,rev
GPSC37,471444,473262,rev
GPSC37,473262,475026,rev
GPSC37,475026,476862,rev
GPSC37,476862,478637,rev
GPSC37,483885,485740,rev
GPSC37,485740,487495,rev
GPSC37,490994,492536,rev
GPSC37,497656,499535,rev
GPSC37,499535,501316,rev
GPSC37,501316,503067,rev
GPSC37,503067,504883,rev
GPSC37,504883,506659,rev
GPSC37,506659,508352,rev
GPSC37,508352,510147,rev
GPSC37,510147,511923,rev
GPSC37,511923,513703,rev
GPSC37,513703,515496,rev
GPSC37,515496,517336,rev
GPSC37,523483,525283,rev
GPSC37,525283,527027,rev
GPSC37,527027,528799,rev
GPSC37,528799,530607,rev
GPSC37,530607,532379,rev
GPSC37,532379,534215,rev
GPSC37,534215,535982,rev
GPSC37,535982,537750,rev
GPSC37,537750,539580,rev
GPSC37,539580,541400,rev
GPSC37,541400,543224,rev
GPSC37,543224,545195,rev
GPSC37,545195,546852,rev
GPSC37,546852,548529,rev
GPSC37,548529,550289,rev
GPSC37,550289,552049,rev
GPSC37,552049,553929,rev
GPSC37,553929,555716,rev
GPSC37,555716,557548,rev
GPSC37,557548,559333,rev
GPSC37,559333,561102,rev
GPSC37,561102,562922,rev
GPSC37,562922,564715,rev
GPSC37,564715,566512,rev
GPSC37,566512,568324,rev
GPSC37,568324,570084,rev
GPSC37,570084,571880,rev
GPSC37,571880,573641,rev
GPSC37,576249,577879,rev
GPSC37,577879,579856,rev
GPSC37,579856,581528,rev
GPSC37,585152,586968,rev
GPSC37,586968,588748,rev
GPSC37,592335,594146,rev
GPSC37,594146,595932,rev
GPSC37,595932,597780,rev
GPSC37,597780,599595,rev
GPSC37,599595,601413,rev
GPSC37,601413,603230,rev
GPSC37,603230,604715,rev
GPSC37,604715,606465,rev
GPSC37,606465,608243,rev
GPSC37,608243,610161,rev
GPSC37,610161,612004,rev
GPSC37,619577,619598,rev
GPSC37,624229,626055,rev
GPSC37,629607,631281,rev
GPSC37,631281,633106,rev
GPSC37,633106,634709,rev
GPSC37,638288,640114,rev
GPSC37,640114,641777,rev
GPSC37,641777,643508,rev
GPSC37,643508,645245,rev
GPSC37,645245,646804,rev
GPSC37,646804,648643,rev
GPSC37,648643,650198,rev
GPSC37,650198,651998,rev
GPSC37,651998,653615,rev
GPSC37,653615,655428,rev
GPSC37,655428,657185,rev
GPSC37,657185,658985,rev
GPSC37,658985,660769,rev
GPSC37,660769,662570,rev
GPSC37,662570,664355,rev
GPSC37,664355,666189,rev
GPSC37,666189,667996,rev
GPSC37,671846,673660,rev
GPSC37,673660,675500,rev
GPSC37,675500,677272,rev
GPSC37,677272,679101,rev
GPSC37,679101,680893,rev
GPSC37,680893,682730,rev
GPSC37,682730,684500,rev
GPSC37,684500,686341,rev
GPSC37,686341,688144,rev
GPSC37,691217,693023,rev
GPSC37,693023,694858,rev
GPSC37,694858,696624,rev
GPSC37,696624,698436,rev
GPSC37,698436,700261,rev
GPSC37,700261,702081,rev
GPSC37,702081,703878,rev
GPSC37,703878,705664,rev
GPSC37,705664,707501,rev
GPSC37,707501,709327,rev
GPSC37,709327,711111,rev
GPSC37,711111,712953,rev
GPSC37,712953,714746,rev
GPSC37,714746,716715,rev
GPSC37,716715,718563,rev
GPSC37,718563,720383,rev
GPSC37,723173,724969,rev
GPSC37,724969,726754,rev
GPSC37,726754,728543,rev
GPSC37,728543,730295,rev
GPSC37,730295,732063,rev
GPSC37,732063,733886,rev
GPSC37,733886,735637,rev
GPSC37,735637,737475,rev
GPSC37,737475,738859,rev
GPSC37,738859,740499,rev
GPSC37,740499,741761,rev
GPSC37,741761,743318,rev
GPSC37,743318,745138,rev
GPSC37,745138,747189,rev
GPSC37,747189,747208,rev
GPSC37,750805,752653,rev
GPSC37,755622,757456,rev
GPSC37,757456,759200,rev
GPSC37,759200,761007,rev
GPSC37,761007,762849,rev
GPSC37,762849,764695,rev
GPSC37,764695,766479,rev
GPSC37,766479,767789,rev
GPSC37,767789,769620,rev
GPSC37,769620,771404,rev
GPSC37,771404,773235,rev
GPSC37,773235,775030,rev
GPSC37,775030,776817,rev
GPSC37,776817,778570,rev
GPSC37,778570,780375,rev
GPSC37,780375,782296,rev
GPSC37,782296,783825,rev
GPSC37,783825,785671,rev
GPSC37,785671,787499,rev
GPSC37,787499,789313,rev
GPSC37,789313,791136,rev
GPSC37,791136,792940,rev
GPSC37,792940,794691,rev
GPSC37,798245,800095,rev
GPSC37,803431,805290,rev
GPSC37,805290,807156,rev
GPSC37,807156,808987,rev
GPSC37,808987,810148,rev
GPSC37,813113,814978,rev
GPSC37,814978,816682,rev
GPSC37,816682,818515,rev
GPSC37,818515,820288,rev
GPSC37,820288,822099,rev
GPSC37,822099,823930,rev
GPSC37,823930,825606,rev
GPSC37,825606,827350,rev
GPSC37,827350,829047,rev
GPSC37,829047,830807,rev
GPSC37,830807,832530,rev
GPSC37,832530,834347,rev
GPSC37,834347,836156,rev
GPSC37,836156,837965,rev
GPSC37,837965,839441,rev
GPSC37,843054,844848,rev
GPSC37,844848,846582,rev
GPSC37,846582,848336,rev
GPSC37,848336,850033,rev
GPSC37,850033,851867,rev
GPSC37,851867,853648,rev
GPSC37,853648,855487,rev
GPSC37,855487,857293,rev
GPSC37,857293,858952,rev
GPSC37,858952,860731,rev
GPSC37,864303,866089,rev
GPSC37,869715,871531,rev
GPSC37,871531,873337,rev
GPSC37,876918,878651,rev
GPSC37,878651,880492,rev
GPSC37,880492,882187,rev
GPSC37,882187,883993,rev
GPSC37,883993,885797,rev
GPSC37,885797,887551,rev
GPSC37,887551,889455,rev
GPSC37,889455,891235,rev
GPSC37,891235,893001,rev
GPSC37,893001,894761,rev
GPSC37,894761,896562,rev
GPSC37,896562,898397,rev
GPSC37,898397,900091,rev
GPSC37,900091,901885,rev
GPSC37,901885,903656,rev
GPSC37,903656,905426,rev
GPSC37,905426,907186,rev
GPSC37,909805,911622,rev
GPSC37,911622,913384,rev
GPSC37,915798,917009,rev
GPSC37,917009,918832,rev
GPSC37,918832,920405,rev
GPSC37,920405,922078,rev
GPSC37,922078,923923,rev
GPSC37,923923,925743,rev
GPSC37,925743,927642,rev
GPSC37,927642,929421,rev
GPSC37,929421,931250,rev
GPSC37,931250,933078,rev
GPSC37,933078,934911,rev
GPSC37,934911,936758,rev
GPSC37,936758,938581,rev
GPSC37,938581,940392,rev
GPSC37,940392,942052,rev
GPSC37,942052,943771,rev
GPSC37,943771,945504,rev
GPSC37,945504,947328,rev
GPSC37,947328,949071,rev
GPSC37,949071,950901,rev
GPSC37,950901,952732,rev
GPSC37,952732,954516,rev
GPSC37,957930,957954,rev
GPSC37,957954,959954,rev
GPSC37,959954,961812,rev
GPSC37,961812,963578,rev
GPSC37,967225,969006,rev
GPSC37,969006,970783,rev
GPSC37,970783,972547,rev
GPSC37,972547,974409,rev
GPSC37,974409,975675,rev
GPSC37,975675,977459,rev
GPSC37,977459,979308,rev
GPSC37,982917,984731,rev
GPSC37,984731,986526,rev
GPSC37,986526,988286,rev
GPSC37,988286,990075,rev
GPSC37,990075,991843,rev
GPSC37,991843,993666,rev
GPSC37,999020,1000804,rev
GPSC37,1000804,1002620,rev
GPSC37,1002620,1004378,rev
GPSC37,1004378,1006152,rev
GPSC37,1006152,1007894,rev
GPSC37,1007894,1009736,rev
GPSC37,1009736,1011509,rev
GPSC37,1011509,1013475,rev
GPSC37,1013475,1015307,rev
GPSC37,1015307,1017071,rev
GPSC37,1017071,1018819,rev
GPSC37,1018819,1020602,rev
GPSC37,1020602,1022451,rev
GPSC37,1022451,1023957,rev
GPSC37,1023957,1025720,rev
GPSC37,1025720,1027482,rev
GPSC37,1027482,1029304,rev
GPSC37,1029304,1031094,rev
GPSC37,1031094,1032915,rev
GPSC37,1043881,1045704,rev
GPSC37,1045704,1047171,rev
GPSC37,1047171,1048946,rev
GPSC37,1048946,1050792,rev
GPSC37,1050792,1052635,rev
GPSC37,1052635,1054403,rev
GPSC37,1054403,1056152,rev
GPSC37,1056152,1057904,rev
GPSC37,1057904,1059732,rev
GPSC37,1059732,1061280,rev
GPSC37,1066215,1067752,rev
GPSC37,1067752,1069507,rev
GPSC37,1069507,1071305,rev
GPSC37,1071305,1073032,rev
GPSC37,1073032,1074851,rev
GPSC37,1078434,1080247,rev
GPSC37,1080247,1081761,rev
GPSC37,1081761,1083889,rev
GPSC37,1083889,1085693,rev
GPSC37,1085693,1087539,rev
GPSC37,1087539,1089312,rev
GPSC37,1089312,1091097,rev
GPSC37,1091097,1092891,rev
GPSC37,1092891,1094665,rev
GPSC37,1094665,1096439,rev
GPSC37,1096439,1098217,rev
GPSC37,1098217,1099957,rev
GPSC37,1099957,1101665,rev
GPSC37,1101665,1103328,rev
GPSC37,1103328,1105090,rev
GPSC37,1105090,1106918,rev
GPSC37,1106918,1108732,rev
GPSC37,1108732,1110581,rev
GPSC37,1110581,1112411,rev
GPSC37,1121245,1122894,rev
GPSC37,1122894,1124694,rev
GPSC37,1124694,1126497,rev
GPSC37,1126497,1128301,rev
GPSC37,1128301,1130050,rev
GPSC37,1133660,1135493,rev
GPSC37,1135493,1137298,rev
GPSC37,1140607,1142441,rev
GPSC37,1142441,1144288,rev
GPSC37,1144288,1146073,rev
GPSC37,1146073,1147856,rev
GPSC37,1147856,1149760,rev
GPSC37,1149760,1151602,rev
GPSC37,1151602,1153351,rev
GPSC37,1153351,1155176,rev
GPSC37,1155176,1156867,rev
GPSC37,1156867,1158652,rev
GPSC37,1158652,1160448,rev
GPSC37,1160448,1162244,rev
GPSC37,1162244,1164045,rev
GPSC37,1164045,1165893,rev
GPSC37,1165893,1167606,rev
GPSC37,1167606,1169218,rev
GPSC37,1169218,1171100,rev
GPSC37,1171100,1172854,rev
GPSC37,1176450,1176470,rev
GPSC37,1179430,1181298,rev
GPSC37,1181298,1183043,rev
GPSC37,1183043,1184553,rev
GPSC37,1192945,1194763,rev
GPSC37,1200414,1200434,rev
GPSC37,1203911,1205720,rev
GPSC37,1205720,1207560,rev
GPSC37,1207560,1209393,rev
GPSC37,1209393,1211393,rev
GPSC37,1211393,1212984,rev
GPSC37,1212984,1214831,rev
GPSC37,1214831,1216598,rev
GPSC37,1216598,1218432,rev
GPSC37,1218432,1220260,rev
GPSC37,1220260,1222103,rev
GPSC37,1222103,1223896,rev
GPSC37,1223896,1225690,rev
GPSC37,1225690,1227521,rev
GPSC37,1227521,1229329,rev
GPSC37,1229329,1231072,rev
GPSC37,1231072,1232728,rev
GPSC37,1236253,1238083,rev
GPSC37,1238083,1239908,rev
GPSC37,1239908,1241690,rev
GPSC37,1241690,1243595,rev
GPSC37,1243595,1245408,rev
GPSC37,1245408,1247158,rev
GPSC37,1247158,1248951,rev
GPSC37,1248951,1250797,rev
GPSC37,1250797,1252584,rev
GPSC37,1252584,1254417,rev
GPSC37,1254417,1256242,rev
GPSC37,1256242,1258238,rev
GPSC37,1258238,1260040,rev
GPSC37,1260040,1261883,rev
GPSC37,1261883,1263715,rev
GPSC37,1267021,1268882,rev
GPSC37,1268882,1270656,rev
GPSC37,1270656,1272413,rev
GPSC37,1272413,1274413,rev
GPSC37,1274413,1276331,rev
GPSC37,1276331,1277942,rev
GPSC37,1277942,1279316,rev
GPSC37,1279316,1281097,rev
GPSC37,1281097,1282881,rev
GPSC37,1282881,1284651,rev
GPSC37,1284651,1286473,rev
GPSC37,1286473,1288286,rev
GPSC37,1288286,1290075,rev
GPSC37,1290075,1291848,rev
GPSC37,1291848,1293577,rev
GPSC37,1293577,1295342,rev
GPSC37,1295342,1297067,rev
GPSC37,1297067,1298822,rev
GPSC37,1302218,1303903,rev
GPSC37,1303903,1306021,rev
GPSC37,1306021,1307758,rev
GPSC37,1307758,1309427,rev
GPSC37,1309427,1311229,rev
GPSC37,1311229,1313013,rev
GPSC37,1313013,1314643,rev
GPSC37,1314643,1316249,rev
GPSC37,1316249,1318049,rev
GPSC37,1318049,1319803,rev
GPSC37,1319803,1321580,rev
GPSC37,1321580,1323440,rev
GPSC37,1323440,1325195,rev
GPSC37,1325195,1327030,rev
GPSC37,1327030,1329030,rev
GPSC37,1329030,1330896,rev
GPSC37,1330896,1332663,rev
GPSC37,1332663,1334482,rev
GPSC37,1334482,1336321,rev
GPSC37,1336321,1338095,rev
GPSC37,1338095,1339859,rev
GPSC37,1339859,1341664,rev
GPSC37,1341664,1343503,rev
GPSC37,1343503,1345265,rev
GPSC37,1345265,1347101,rev
GPSC37,1347101,1348928,rev
GPSC37,1348928,1350421,rev
GPSC37,1350421,1352195,rev
GPSC37,1352195,1354016,rev
GPSC37,1354016,1355824,rev
GPSC37,1355824,1357587,rev
GPSC37,1357587,1359398,rev
GPSC37,1359398,1361203,rev
GPSC37,1361203,1363003,rev
GPSC37,1363003,1364797,rev
GPSC37,1364797,1366457,rev
GPSC37,1366457,1368174,rev
GPSC37,1371806,1373646,rev
GPSC37,1373646,1375401,rev
GPSC37,1375401,1377163,rev
GPSC37,1377163,1378991,rev
GPSC37,1378991,1380740,rev
GPSC37,1380740,1382518,rev
GPSC37,1382518,1384334,rev
GPSC37,1384334,1386168,rev
GPSC37,1389625,1389648,rev
GPSC37,1393288,1395126,rev
GPSC37,1395126,1396964,rev
GPSC37,1396964,1398754,rev
GPSC37,1398754,1400583,rev
GPSC37,1400583,1402347,rev
GPSC37,1402347,1404189,rev
GPSC37,1404189,1405962,rev
GPSC37,1409368,1411116,rev
GPSC37,1411116,1412942,rev
GPSC37,1412942,1414694,rev
GPSC37,1417466,1419386,rev
GPSC37,1419386,1421216,rev
GPSC37,1421216,1423319,rev
GPSC37,1423319,1425055,rev
GPSC37,1425055,1426839,rev
GPSC37,1426839,1428638,rev
GPSC37,1428638,1430416,rev
GPSC37,1430416,1432200,rev
GPSC37,1432200,1433935,rev
GPSC37,1433935,1435717,rev
GPSC37,1435717,1437476,rev
GPSC37,1437476,1439316,rev
GPSC37,1439316,1441111,rev
GPSC37,1441111,1442881,rev
GPSC37,1442881,1444642,rev
GPSC37,1444642,1446444,rev
GPSC37,1446444,1448209,rev
GPSC37,1451798,1453649,rev
GPSC37,1453649,1455475,rev
GPSC37,1455475,1457217,rev
GPSC37,1457217,1459050,rev
GPSC37,1459050,1460809,rev
GPSC37,1460809,1462545,rev
GPSC37,1465798,1467594,rev
GPSC37,1467594,1469364,rev
GPSC37,1469364,1471138,rev
GPSC37,1471138,1472908,rev
GPSC37,1472908,1474746,rev
GPSC37,1474746,1476518,rev
GPSC37,1476518,1478317,rev
GPSC37,1478317,1480114,rev
GPSC37,1480114,1481957,rev
GPSC37,1481957,1483722,rev
GPSC37,1483722,1485489,rev
GPSC37,1485489,1487100,rev
GPSC37,1487100,1488829,rev
GPSC37,1488829,1490660,rev
GPSC37,1490660,1492452,rev
GPSC37,1492452,1494153,rev
GPSC37,1494153,1495989,rev
GPSC37,1495989,1497834,rev
GPSC37,1501050,1502844,rev
GPSC37,1502844,1504733,rev
GPSC37,1504733,1506525,rev
GPSC37,1506525,1508300,rev
GPSC37,1508300,1510103,rev
GPSC37,1510103,1511880,rev
GPSC37,1511880,1513652,rev
GPSC37,1513652,1515447,rev
GPSC37,1515447,1517283,rev
GPSC37,1520877,1522695,rev
GPSC37,1522695,1524456,rev
GPSC37,1524456,1526212,rev
GPSC37,1526212,1527728,rev
GPSC37,1531311,1533144,rev
GPSC37,1533144,1534987,rev
GPSC37,1538592,1540411,rev
GPSC37,1540411,1542176,rev
GPSC37,1542176,1543949,rev
GPSC37,1543949,1545681,rev
GPSC37,1545681,1547442,rev
GPSC37,1551900,1553689,rev
GPSC37,1553689,1555671,rev
GPSC37,1555671,1557518,rev
GPSC37,1557518,1559368,rev
GPSC37,1559368,1561193,rev
GPSC37,1592538,1594270,rev
GPSC37,1594270,1595791,rev
GPSC37,1595791,1597604,rev
GPSC37,1597604,1599428,rev
GPSC37,1599428,1601095,rev
GPSC37,1601095,1603038,rev
GPSC37,1603038,1604672,rev
GPSC37,1604672,1606461,rev
GPSC37,1606461,1608013,rev
GPSC37,1611421,1613108,rev
GPSC37,1613108,1614956,rev
GPSC37,1614956,1616772,rev
GPSC37,1616772,1618504,rev
GPSC37,1618504,1620184,rev
GPSC37,1622723,1624502,rev
GPSC37,1624502,1626253,rev
GPSC37,1626253,1628026,rev
GPSC37,1628026,1629841,rev
GPSC37,1629841,1631673,rev
GPSC37,1631673,1633474,rev
GPSC37,1633474,1635229,rev
GPSC37,1635229,1636892,rev
GPSC37,1640236,1642092,rev
GPSC37,1642092,1643901,rev
GPSC37,1643901,1645726,rev
GPSC37,1649170,1650998,rev
GPSC37,1650998,1652507,rev
GPSC37,1652507,1654392,rev
GPSC37,1659022,1660875,rev
GPSC37,1660875,1662671,rev
GPSC37,1662671,1664336,rev
GPSC37,1664336,1666127,rev
GPSC37,1666127,1667961,rev
GPSC37,1667961,1669750,rev
GPSC37,1669750,1671545,rev
GPSC37,1671545,1673287,rev
GPSC37,1673287,1674972,rev
GPSC37,1674972,1676736,rev
GPSC37,1676736,1678535,rev
GPSC37,1678535,1680321,rev
GPSC37,1680321,1682164,rev
GPSC37,1682164,1683949,rev
GPSC37,1683949,1685782,rev
GPSC37,1685782,1687533,rev
GPSC37,1687533,1689110,rev
GPSC37,1689110,1691110,rev
GPSC37,1691110,1692961,rev
GPSC37,1692961,1694738,rev
GPSC37,1694738,1696370,rev
GPSC37,1696370,1698179,rev
GPSC37,1698179,1699908,rev
GPSC37,1699908,1701492,rev
GPSC37,1705126,1706948,rev
GPSC37,1709926,1711132,rev
GPSC37,1711132,1712754,rev
GPSC37,1712754,1714450,rev
GPSC37,1714450,1716204,rev
GPSC37,1719760,1721628,rev
GPSC37,1721628,1723465,rev
GPSC37,1723465,1725252,rev
GPSC37,1725252,1727044,rev
GPSC37,1727044,1728873,rev
GPSC37,1738188,1740066,rev
GPSC37,1740066,1742098,rev
GPSC37,1742098,1743866,rev
GPSC37,1743866,1745679,rev
GPSC37,1745679,1747461,rev
GPSC37,1747461,1749271,rev
GPSC37,1749271,1751061,rev
GPSC37,1751061,1752896,rev
GPSC37,1752896,1754161,rev
GPSC37,1754161,1755921,rev
GPSC37,1755921,1757740,rev
GPSC37,1757740,1759545,rev
GPSC37,1759545,1761140,rev
GPSC37,1761140,1762953,rev
GPSC37,1762953,1764712,rev
GPSC37,1764712,1766549,rev
GPSC37,1766549,1768331,rev
GPSC37,1768331,1770171,rev
GPSC37,1770171,1771985,rev
GPSC37,1771985,1773755,rev
GPSC37,1773755,1775521,rev
GPSC37,1775521,1777292,rev
GPSC37,1777292,1779051,rev
GPSC37,1779051,1780716,rev
GPSC37,1780716,1782499,rev
GPSC37,1782499,1784253,rev
GPSC37,1784253,1786031,rev
GPSC37,1789154,1791024,rev
GPSC37,1791024,1793086,rev
GPSC37,1793086,1794894,rev
GPSC37,1794894,1796758,rev
GPSC37,1796758,1798445,rev
GPSC37,1798445,1800205,rev
GPSC37,1800205,1802014,rev
GPSC37,1802014,1803525,rev
GPSC37,1803525,1805245,rev
GPSC37,1805245,1807087,rev
GPSC37,1807087,1808817,rev
GPSC37,1811634,1813070,rev
GPSC37,1813070,1814832,rev
GPSC37,1814832,1816502,rev
GPSC37,1816502,1818261,rev
GPSC37,1818261,1820200,rev
GPSC37,1820200,1821985,rev
GPSC37,1821985,1823751,rev
GPSC37,1823751,1825541,rev
GPSC37,1825541,1827358,rev
GPSC37,1827358,1829064,rev
GPSC37,1829064,1830911,rev
GPSC37,1830911,1832538,rev
GPSC37,1832538,1834312,rev
GPSC37,1834312,1836148,rev
GPSC37,1839538,1839559,rev
GPSC37,1839559,1841729,rev
GPSC37,1841729,1843407,rev
GPSC37,1843407,1845301,rev
GPSC37,1845301,1846999,rev
GPSC37,1849856,1851656,rev
GPSC37,1851656,1853487,rev
GPSC37,1853487,1855228,rev
GPSC37,1855228,1857049,rev
GPSC37,1857049,1858789,rev
GPSC37,1858789,1860571,rev
GPSC37,1863857,1865680,rev
GPSC37,1865680,1867429,rev
GPSC37,1867429,1869197,rev
GPSC37,1869197,1870959,rev
GPSC37,1870959,1872771,rev
GPSC37,1872771,1874409,rev
GPSC37,1874409,1876197,rev
GPSC37,1876197,1878046,rev
GPSC37,1878046,1879786,rev
GPSC37,1879786,1881568,rev
GPSC37,1881568,1883361,rev
GPSC37,1883361,1884975,rev
GPSC37,1884975,1886728,rev
GPSC37,1886728,1888445,rev
GPSC37,1888445,1889930,rev
GPSC37,1889930,1891757,rev
GPSC37,1891757,1893516,rev
GPSC37,1893516,1895360,rev
GPSC37,1895360,1897166,rev
GPSC37,1897166,1898895,rev
GPSC37,1898895,1900652,rev
GPSC37,1900652,1902430,rev
GPSC37,1902430,1904116,rev
GPSC37,1904116,1905871,rev
GPSC37,1905871,1907640,rev
GPSC37,1907640,1909406,rev
GPSC37,1909406,1911231,rev
GPSC37,1911231,1913026,rev
GPSC37,1913026,1914813,rev
GPSC37,1914813,1916616,rev
GPSC37,1929869,1931702,rev
GPSC37,1931702,1933550,rev
GPSC37,1933550,1935340,rev
GPSC37,1935340,1937145,rev
GPSC37,1940511,1942284,rev
GPSC37,1942284,1944039,rev
GPSC37,1944039,1945816,rev
GPSC37,1945816,1947552,rev
GPSC37,1947552,1949379,rev
GPSC37,1949379,1951137,rev
GPSC37,1951137,1952875,rev
GPSC37,1952875,1954704,rev
GPSC37,1954704,1956449,rev
GPSC37,1956449,1958209,rev
GPSC37,1958209,1959852,rev
GPSC37,1959852,1961669,rev
GPSC37,1961669,1963275,rev
GPSC37,1963275,1964958,rev
GPSC37,1964958,1966654,rev
GPSC37,1966654,1968726,rev
GPSC37,1968726,1970148,rev
GPSC37,1970148,1971907,rev
GPSC37,1971907,1973673,rev
GPSC37,1973673,1975419,rev
GPSC37,1975419,1977246,rev
GPSC37,1982805,1984563,rev
GPSC37,1984563,1986317,rev
GPSC37,1986317,1988108,rev
GPSC37,1988108,1989917,rev
GPSC37,1999779,2001299,rev
GPSC37,2001299,2003148,rev
GPSC37,2003148,2004921,rev
GPSC37,2004921,2006757,rev
GPSC37,2006757,2008647,rev
GPSC37,2008647,2010356,rev
GPSC37,2010356,2012146,rev
GPSC37,2012146,2013852,rev
GPSC37,2013852,2015485,rev
GPSC37,2015485,2017285,rev
GPSC37,2017285,2019234,rev
GPSC37,2019234,2021054,rev
GPSC37,2021054,2022707,rev
GPSC37,2022707,2024496,rev
GPSC37,2024496,2026318,rev
GPSC37,2026318,2028078,rev
GPSC37,2028078,2029833,rev
GPSC37,2029833,2031588,rev
GPSC37,2031588,2033389,rev
GPSC37,2033389,2034693,rev
GPSC37,2034693,2036457,rev
GPSC37,2036457,2037984,rev
GPSC37,2037984,2039768,rev
GPSC37,2039768,2040993,rev
GPSC37,2040993,2042758,rev
GPSC37,2042758,2043986,rev
GPSC37,2043986,2044891,rev
GPSC37,2047348,2047371,rev
GPSC37,2064401,2066258,rev
GPSC37,2066258,2068098,rev
GPSC37,2068098,2069930,rev
GPSC37,2069930,2071644,rev
GPSC37,2071644,2073426,rev
GPSC37,2073426,2075233,rev
GPSC37,2075233,2076993,rev
GPSC37,2076993,2078773,rev
GPSC37,2078773,2080615,rev
GPSC37,2080615,2082075,rev
GPSC37,2085651,2087445,rev
GPSC37,2087445,2089284,rev
GPSC37,2089284,2091120,rev
GPSC37,2091120,2092949,rev
GPSC37,2092949,2094794,rev
GPSC37,2094794,2096396,rev
GPSC37,2096396,2098169,rev
GPSC3,116,1956,fwd
GPSC3,1956,3750,fwd
GPSC3,3750,5626,fwd
GPSC3,5626,7416,fwd
GPSC3,7416,9271,fwd
GPSC3,9271,10952,fwd
GPSC3,10952,12803,fwd
GPSC3,16494,16513,fwd
GPSC3,18804,20052,fwd
GPSC3,20052,21301,fwd
GPSC3,21301,23192,fwd
GPSC3,31508,31527,fwd
GPSC3,52980,53913,fwd
GPSC3,53913,55839,fwd
GPSC3,55839,57632,fwd
GPSC3,57632,59256,fwd
GPSC3,59256,61163,fwd
GPSC3,61163,62883,fwd
GPSC3,62883,64721,fwd
