Sequence,Start,End
GPSC37,1048946,1050792
GPSC37,1050792,1052635
GPSC37,1052635,1054403
GPSC37,1054403,1056152
GPSC37,1056152,1057904
GPSC37,1057904,1059732
GPSC37,1059732,1061280
GPSC37,1061280,1062632
GPSC37,1065814,1067752
GPSC37,1067752,1069507
GPSC37,1069507,1071305
GPSC37,1071305,1073032
GPSC37,1073032,1074851
GPSC37,1074851,1076481
GPSC37,1076481,1078453
GPSC37,1078453,1080247
GPSC37,1080247,1081876
GPSC37,1081876,1083694
GPSC37,1083694,1085693
GPSC37,1085693,1087539
GPSC37,1087539,1089312
GPSC37,1089312,1091097
GPSC37,1091097,1092891
GPSC37,1092891,1094665
GPSC37,1094665,1096439
GPSC37,1096439,1098217
GPSC37,1098217,1099957
GPSC37,1099957,1101665
GPSC37,1101665,1103328
GPSC37,1103328,1105090
GPSC37,1105090,1106918
GPSC37,1106918,1108732
GPSC37,1108732,1110581
GPSC37,1110581,1112411
GPSC37,1120890,1122890
GPSC37,1122890,1124694
GPSC37,1124694,1126497
GPSC37,1126497,1128301
GPSC37,1128301,1130050
GPSC37,1130050,1131662
GPSC37,1131662,1133662
GPSC37,1133662,1135493
GPSC37,1135493,1137298
GPSC37,1140436,1142436
GPSC37,1142436,1144288
GPSC37,1144288,1146073
GPSC37,1146073,1147856
GPSC37,1147856,1149760
GPSC37,1149760,1151602
GPSC37,1151602,1153351
GPSC37,1153351,1155176
GPSC37,1155176,1156867
GPSC37,1156867,1158652
GPSC37,1158652,1160448
GPSC37,1160448,1162244
GPSC37,1162244,1164045
GPSC37,1164045,1165893
GPSC37,1165893,1167606
GPSC37,1167606,1169218
GPSC37,1169218,1171100
GPSC37,1171100,1172854
GPSC37,1176282,1176470
GPSC37,1179430,1181298
GPSC37,1181298,1183043
GPSC37,1183043,1184553
GPSC37,1184553,1185898
GPSC37,1192779,1194763
GPSC37,1200153,1201966
GPSC37,1201966,1203935
GPSC37,1203935,1205720
GPSC37,1205720,1207560
GPSC37,1207560,1209393
GPSC37,1209393,1211393
GPSC37,1211393,1212984
GPSC37,1212984,1214831
GPSC37,1214831,1216598
GPSC37,1216598,1218432
GPSC37,1218432,1220333
GPSC37,1220333,1222103
GPSC37,1222103,1223896
GPSC37,1223896,1225690
GPSC37,1225690,1227521
GPSC37,1227521,1229329
GPSC37,1229329,1231072
GPSC37,1231072,1232728
GPSC37,1236022,1237929
GPSC37,1237929,1239908
GPSC37,1239908,1241690
GPSC37,1241690,1243595
GPSC37,1243595,1245408
GPSC37,1245408,1247158
GPSC37,1247158,1248951
GPSC37,1248951,1250797
GPSC37,1250797,1252584
GPSC37,1252584,1254417
GPSC37,1254417,1256242
GPSC37,1256242,1258238
GPSC37,1258238,1260040
GPSC37,1260040,1261883
GPSC37,1261883,1263715
GPSC37,1263715,1265047
GPSC37,1265047,1267043
GPSC37,1267043,1268882
GPSC37,1268882,1270656
GPSC37,1270656,1272413
GPSC37,1272413,1274413
GPSC37,1274413,1276331
GPSC37,1276331,1277942
GPSC37,1277942,1279316
GPSC37,1279316,1281097
GPSC37,1281097,1282881
GPSC37,1282881,1284651
GPSC37,1284651,1286473
GPSC37,1286473,1288286
GPSC37,1288286,1290075
GPSC37,1290075,1291848
GPSC37,1291848,1293577
GPSC37,1293577,1295342
GPSC37,1295342,1297067
GPSC37,1297067,1298822
GPSC37,1298822,1300371
GPSC37,1300371,1302239
GPSC37,1302239,1303903
GPSC37,1303903,1305766
GPSC37,1305766,1307758
GPSC37,1307758,1309427
GPSC37,1309427,1311229
GPSC37,1311229,1313013
GPSC37,1313013,1314643
GPSC37,1314643,1316249
GPSC37,1316249,1318049
GPSC37,1318049,1319803
GPSC37,1319803,1321580
GPSC37,1321580,1323440
GPSC37,1323440,1325195
GPSC37,1325195,1327030
GPSC37,1327030,1329030
GPSC37,1329030,1330896
GPSC37,1330896,1332663
GPSC37,1332663,1334482
GPSC37,1334482,1336321
GPSC37,1336321,1338095
GPSC37,1338095,1339859
GPSC37,1339859,1341664
GPSC37,1341664,1343503
GPSC37,1343503,1345265
GPSC37,1345265,1347101
GPSC37,1347101,1348928
GPSC37,1348928,1350421
GPSC37,1350421,1352195
GPSC37,1352195,1354016
GPSC37,1354016,1355824
GPSC37,1355824,1357587
GPSC37,1357587,1359398
GPSC37,1359398,1361203
GPSC37,1361203,1363003
GPSC37,1363003,1364797
GPSC37,1364797,1366457
GPSC37,1366457,1368174
GPSC37,1368174,1369807
GPSC37,1369807,1371807
GPSC37,1371807,1373646
GPSC37,1373646,1375401
GPSC37,1375401,1377163
GPSC37,1377163,1378991
GPSC37,1378991,1380740
GPSC37,1380740,1382518
GPSC37,1382518,1384334
GPSC37,1384334,1386168
GPSC37,1386168,1387708
GPSC37,1387708,1389648
GPSC37,1389648,1391422
GPSC37,1391422,1393307
GPSC37,1393307,1395126
GPSC37,1395126,1396964
GPSC37,1396964,1398754
GPSC37,1398754,1400583
GPSC37,1400583,1402347
GPSC37,1402347,1404189
GPSC37,1404189,1405962
GPSC37,1405962,1407455
GPSC37,1407455,1409387
GPSC37,1409387,1411116
GPSC37,1411116,1412942
GPSC37,1412942,1414694
GPSC37,1417309,1417487
GPSC37,1417487,1419386
GPSC37,1419386,1421216
GPSC37,1421216,1423085
GPSC37,1423085,1425055
GPSC37,1425055,1426839
GPSC37,1426839,1428638
GPSC37,1428638,1430416
GPSC37,1430416,1432200
GPSC37,1432200,1433935
GPSC37,1433935,1435717
GPSC37,1435717,1437476
GPSC37,1437476,1439316
GPSC37,1439316,1441111
GPSC37,1441111,1442881
GPSC37,1442881,1444642
GPSC37,1444642,1446444
GPSC37,1446444,1448209
GPSC37,1448209,1449837
GPSC37,1449837,1451817
GPSC37,1451817,1453649
GPSC37,1453649,1455475
GPSC37,1455475,1457217
GPSC37,1457217,1459050
GPSC37,1459050,1460809
GPSC37,1460809,1462545
GPSC37,1462545,1463834
GPSC37,1463834,1465821
GPSC37,1465821,1467594
GPSC37,1467594,1469364
GPSC37,1469364,1471138
GPSC37,1471138,1472908
GPSC37,1472908,1474746
GPSC37,1474746,1476518
GPSC37,1476518,1478317
GPSC37,1478317,1480114
GPSC37,1480114,1481957
GPSC37,1481957,1483722
GPSC37,1483722,1485489
GPSC37,1485489,1487100
GPSC37,1487100,1488829
GPSC37,1488829,1490660
GPSC37,1490660,1492452
GPSC37,1492452,1494153
GPSC37,1494153,1495989
GPSC37,1495989,1497834
GPSC37,1497834,1499331
GPSC37,1499331,1501070
GPSC37,1501070,1502844
GPSC37,1502844,1504758
GPSC37,1504758,1506525
GPSC37,1506525,1508300
GPSC37,1508300,1510103
GPSC37,1510103,1511880
GPSC37,1511880,1513652
GPSC37,1513652,1515447
GPSC37,1515447,1517283
GPSC37,1517283,1518889
GPSC37,1518889,1520889
GPSC37,1520889,1522695
GPSC37,1522695,1524456
GPSC37,1524456,1526212
GPSC37,1526212,1527728
GPSC37,1531081,1532929
GPSC37,1532929,1534790
GPSC37,1534790,1534987
GPSC37,1538381,1540196
GPSC37,1540196,1542176
GPSC37,1542176,1543949
GPSC37,1543949,1545681
GPSC37,1545681,1547442
GPSC37,1551900,1553689
GPSC37,1553689,1555671
GPSC37,1555671,1557518
GPSC37,1557518,1559368
GPSC37,1559368,1561193
GPSC37,1592538,1594270
GPSC37,1594270,1595791
GPSC37,1595791,1597604
GPSC37,1597604,1599428
GPSC37,1599428,1601095
GPSC37,1601095,1603038
GPSC37,1603038,1604672
GPSC37,1604672,1606461
GPSC37,1606461,1608013
GPSC37,1611067,1611441
GPSC37,1611441,1613108
GPSC37,1613108,1614956
GPSC37,1614956,1616772
GPSC37,1616772,1618504
GPSC37,1618504,1620184
GPSC37,1620184,1621769
GPSC37,1621769,1622744
GPSC37,1622744,1624502
GPSC37,1624502,1626253
GPSC37,1626253,1628026
GPSC37,1628026,1629841
GPSC37,1629841,1631673
GPSC37,1631673,1633474
GPSC37,1633474,1635229
GPSC37,1635229,1636892
GPSC37,1640067,1641896
GPSC37,1641896,1643896
GPSC37,1643896,1645726
GPSC37,1645726,1647222
GPSC37,1647222,1649189
GPSC37,1649189,1650998
GPSC37,1650998,1652507
GPSC37,1652507,1654392
GPSC37,1658805,1659041
GPSC37,1659041,1660875
GPSC37,1660875,1662671
GPSC37,1662671,1664336
GPSC37,1664336,1666127
GPSC37,1666127,1667961
GPSC37,1667961,1669750
GPSC37,1669750,1671545
GPSC37,1671545,1673287
GPSC37,1673287,1674972
GPSC37,1674972,1676736
GPSC37,1676736,1678535
GPSC37,1678535,1680321
GPSC37,1680321,1682164
GPSC37,1682164,1683949
GPSC37,1683949,1685782
GPSC37,1685782,1687533
GPSC37,1687533,1689110
GPSC37,1689110,1691110
GPSC37,1691110,1692961
GPSC37,1692961,1694738
GPSC37,1694738,1696370
GPSC37,1696370,1698179
GPSC37,1698179,1699908
GPSC37,1699908,1701492
GPSC37,1701492,1703169
GPSC37,1703169,1705150
GPSC37,1705150,1706948
GPSC37,1709216,1711132
GPSC37,1711132,1712754
GPSC37,1712754,1714450
GPSC37,1714450,1716204
GPSC37,1719543,1721454
GPSC37,1721454,1723454
GPSC37,1723454,1725252
GPSC37,1725252,1727044
GPSC37,1727044,1728873
GPSC37,1728873,1729287
GPSC37,1738188,1740066
GPSC37,1740066,1741864
GPSC37,1741864,1743864
GPSC37,1743864,1745679
GPSC37,1745679,1747461
GPSC37,1747461,1749271
GPSC37,1749271,1751061
GPSC37,1751061,1752896
GPSC37,1752896,1754161
GPSC37,1754161,1755921
GPSC37,1755921,1757740
GPSC37,1757740,1759545
GPSC37,1759545,1761140
GPSC37,1761140,1762953
GPSC37,1762953,1764712
GPSC37,1764712,1766549
GPSC37,1766549,1768331
GPSC37,1768331,1770171
GPSC37,1770171,1771985
GPSC37,1771985,1773755
GPSC37,1773755,1775521
GPSC37,1775521,1777292
GPSC37,1777292,1779051
GPSC37,1779051,1780716
GPSC37,1780716,1782499
GPSC37,1782499,1784253
GPSC37,1784253,1786031
GPSC37,1788956,1790794
GPSC37,1790794,1791024
GPSC37,1791024,1792923
GPSC37,1792923,1794894
GPSC37,1794894,1796758
GPSC37,1796758,1798445
GPSC37,1798445,1800205
GPSC37,1800205,1802014
GPSC37,1802014,1803525
GPSC37,1803525,1805245
GPSC37,1805245,1807087
GPSC37,1807087,1808817
GPSC37,1811149,1813070
GPSC37,1813070,1814832
GPSC37,1814832,1816502
GPSC37,1816502,1818261
GPSC37,1818261,1820200
GPSC37,1820200,1821985
GPSC37,1821985,1823751
GPSC37,1823751,1825541
GPSC37,1825541,1827358
GPSC37,1827358,1829064
GPSC37,1829064,1830911
GPSC37,1830911,1832538
GPSC37,1832538,1834312
GPSC37,1834312,1836148
GPSC37,1836148,1837585
GPSC37,1837585,1839559
GPSC37,1839559,1841157
GPSC37,1841157,1841748
GPSC37,1841748,1843588
GPSC37,1843588,1845514
GPSC37,1845514,1846999
GPSC37,1849629,1851430
GPSC37,1851430,1853235
GPSC37,1853235,1855228
GPSC37,1855228,1857049
GPSC37,1857049,1858789
GPSC37,1858789,1860571
GPSC37,1860571,1862081
GPSC37,1862081,1863936
GPSC37,1863936,1865680
GPSC37,1865680,1867429
GPSC37,1867429,1869197
GPSC37,1869197,1870959
GPSC37,1870959,1872771
GPSC37,1872771,1874409
GPSC37,1874409,1876197
GPSC37,1876197,1878046
GPSC37,1878046,1879786
GPSC37,1879786,1881568
GPSC37,1881568,1883361
GPSC37,1883361,1884975
GPSC37,1884975,1886728
GPSC37,1886728,1888445
GPSC37,1888445,1889930
GPSC37,1889930,1891757
GPSC37,1891757,1893516
GPSC37,1893516,1895360
GPSC37,1895360,1897166
GPSC37,1897166,1898895
GPSC37,1898895,1900652
GPSC37,1900652,1902430
GPSC37,1902430,1904116
GPSC37,1904116,1905871
GPSC37,1905871,1907640
GPSC37,1907640,1909406
GPSC37,1909406,1911231
GPSC37,1911231,1913026
GPSC37,1913026,1914813
GPSC37,1914813,1916616
GPSC37,1929727,1931702
GPSC37,1931702,1933550
GPSC37,1933550,1935340
GPSC37,1935340,1937145
GPSC37,1940310,1942284
GPSC37,1942284,1944039
GPSC37,1944039,1945816
GPSC37,1945816,1947552
GPSC37,1947552,1949379
GPSC37,1949379,1951137
GPSC37,1951137,1952875
GPSC37,1952875,1954704
GPSC37,1954704,1956449
GPSC37,1956449,1958209
GPSC37,1958209,1959852
GPSC37,1959852,1961669
GPSC37,1961669,1963275
GPSC37,1963275,1964958
GPSC37,1964958,1966654
GPSC37,1966654,1968610
GPSC37,1968610,1970148
GPSC37,1970148,1971907
GPSC37,1971907,1973673
GPSC37,1973673,1975419
GPSC37,1975419,1977246
GPSC37,1977246,1978894
GPSC37,1982626,1984563
GPSC37,1984563,1986317
GPSC37,1986317,1988108
GPSC37,1988108,1989917
GPSC37,1999599,2001299
GPSC37,2001299,2003148
GPSC37,2003148,2004921
GPSC37,2004921,2006757
GPSC37,2006757,2008647
GPSC37,2008647,2010356
GPSC37,2010356,2012146
GPSC37,2012146,2013852
GPSC37,2013852,2015485
GPSC37,2015485,2017285
GPSC37,2017285,2019234
GPSC37,2019234,2021054
GPSC37,2021054,2022707
GPSC37,2022707,2024496
GPSC37,2024496,2026318
GPSC37,2026318,2028078
GPSC37,2028078,2029833
GPSC37,2029833,2031588
GPSC37,2031588,2033389
GPSC37,2033389,2034693
GPSC37,2034693,2036457
GPSC37,2036457,2037984
GPSC37,2037984,2039768
GPSC37,2039768,2040993
GPSC37,2040993,2042870
GPSC37,2042870,2043986
GPSC37,2043986,2045412
GPSC37,2045412,2047371
GPSC37,2064207,2066103
GPSC37,2066103,2068098
GPSC37,2068098,2069930
GPSC37,2069930,2071644
GPSC37,2071644,2073426
GPSC37,2073426,2075233
GPSC37,2075233,2076993
GPSC37,2076993,2078773
GPSC37,2078773,2080615
GPSC37,2080615,2082251
GPSC37,2085651,2087651
GPSC37,2087651,2089485
GPSC37,2089485,2091329
GPSC37,2091329,2093148
GPSC37,2093148,2094936
GPSC37,2094936,2096824
GPSC37,2096824,2098460
GPSC37,2132257,2132276
GPSC3,116,2098
GPSC3,2098,3943
GPSC3,3943,5781
GPSC3,5781,7621
GPSC3,7621,9453
GPSC3,9453,11167
GPSC3,11167,12949
GPSC3,15201,16839
GPSC3,16839,18823
GPSC3,18823,20823
GPSC3,20823,21626
GPSC3,21626,23359
GPSC3,31508,31741
GPSC3,50664,50683
GPSC3,52980,54126
GPSC3,54126,56021
GPSC3,56021,57797
GPSC3,57797,59472
GPSC3,59472,61301
GPSC3,61301,63101
GPSC3,63101,64872
GPSC3,64872,66741
GPSC3,66741,68546
GPSC3,68546,70107
GPSC3,70107,71935
GPSC3,71935,73741
GPSC3,73741,75498
GPSC3,75498,77319
GPSC3,77319,79081
GPSC3,79081,80700
GPSC3,80700,82306
GPSC3,82306,84285
GPSC3,84285,86128
GPSC3,86128,87931
GPSC3,87931,89734
GPSC3,89734,91568
GPSC3,91568,93332
GPSC3,93332,95105
GPSC3,95105,96868
GPSC3,96868,98667
GPSC3,98667,100468
GPSC3,100468,102236
GPSC3,102236,104077
GPSC3,104077,105898
GPSC3,115054,116354
GPSC3,116354,118237
GPSC3,118237,118390
GPSC3,121452,122583
GPSC3,122583,124358
GPSC3,124358,126117
GPSC3,126117,127944
GPSC3,127944,129773
GPSC3,129773,131439
GPSC3,131439,133056
GPSC3,133056,134872
GPSC3,134872,136677
GPSC3,136677,138490
GPSC3,138490,140158
GPSC3,140158,141943
GPSC3,141943,143886
GPSC3,143886,145886
GPSC3,145886,147656
GPSC3,151350,152437
GPSC3,152437,153489
GPSC3,153489,154941
GPSC3,154941,156435
GPSC3,159897,159922
GPSC3,159922,162068
GPSC3,162068,163820
GPSC3,163820,165616
GPSC3,165616,167440
GPSC3,167440,169070
GPSC3,169070,170902
GPSC3,170902,172494
GPSC3,172494,174422
GPSC3,174422,176022
GPSC3,176022,177865
GPSC3,177865,178087
GPSC3,182271,184044
GPSC3,188236,190098
GPSC3,190098,191906
GPSC3,191906,193716
GPSC3,193716,195543
GPSC3,195543,197349
GPSC3,197349,199010
GPSC3,199010,200984
GPSC3,200984,202576
GPSC3,202576,204576
GPSC3,204576,206342
GPSC3,206342,208087
GPSC3,208087,210084
GPSC3,210084,211653
GPSC3,211653,213441
GPSC3,213441,215242
GPSC3,215242,217062
GPSC3,217062,218912
GPSC3,218912,220745
GPSC3,220745,222472
GPSC3,222472,224333
GPSC3,224333,226102
GPSC3,226102,227894
GPSC3,227894,229726
GPSC3,229726,231523
GPSC3,231523,233333
GPSC3,233333,235091
GPSC3,235091,236914
GPSC3,236914,238697
GPSC3,238697,240482
GPSC3,240482,242311
GPSC3,242311,244069
GPSC3,244069,245911
GPSC3,245911,247722
GPSC3,247722,249525
GPSC3,249525,251331
GPSC3,251331,252906
GPSC3,252906,254567
GPSC3,254567,256519
GPSC3,256519,258021
GPSC3,258021,259849
GPSC3,259849,261649
GPSC3,261649,263457
GPSC3,263457,265227
GPSC3,265227,266887
GPSC3,266887,268639
GPSC3,268639,270404
GPSC3,270404,272166
GPSC3,272166,273919
GPSC3,273919,275746
GPSC3,275746,277519
GPSC3,277519,279468
GPSC3,279468,281279
GPSC3,281279,283086
GPSC3,283086,284852
GPSC3,284852,286684
GPSC3,286684,288454
GPSC3,288454,290243
GPSC3,290243,292056
GPSC3,292056,293988
GPSC3,293988,295696
GPSC3,295696,297468
GPSC3,297468,299177
GPSC3,299177,300973
GPSC3,300973,302758
GPSC3,306057,307954
GPSC3,307954,308142
GPSC3,311446,313421
GPSC3,313421,315194
GPSC3,315194,316989
GPSC3,316989,318825
GPSC3,318825,320645
GPSC3,320645,322473
GPSC3,322473,324235
GPSC3,324235,325998
GPSC3,325998,327768
GPSC3,327768,329480
GPSC3,329480,331258
GPSC3,331258,333060
GPSC3,333060,334604
GPSC3,334604,336424
GPSC3,336424,338239
GPSC3,338239,340216
GPSC3,344450,344707
GPSC3,359510,361283
GPSC3,361283,363123
GPSC3,363123,364940
GPSC3,364940,366932
GPSC3,366932,368724
GPSC3,368724,370564
GPSC3,370564,372364
GPSC3,372364,374125
GPSC3,374125,375758
GPSC3,375758,376513
GPSC3,376513,378088
GPSC3,378088,380076
GPSC3,380076,381901
GPSC3,381901,383745
GPSC3,383745,385580
GPSC3,385580,387402
GPSC3,387402,389201
GPSC3,389201,390973
GPSC3,390973,392941
GPSC3,392941,394720
GPSC3,394720,396562
GPSC3,396562,398400
GPSC3,398400,400206
GPSC3,400206,401965
GPSC3,401965,403759
GPSC3,403759,405523
GPSC3,405523,407353
GPSC3,407353,409188
GPSC3,409188,411033
GPSC3,411033,412871
GPSC3,412871,414662
GPSC3,414662,416660
GPSC3,416660,418453
GPSC3,418453,420298
GPSC3,420298,422081
GPSC3,422081,424032
GPSC3,424032,425836
GPSC3,425836,427603
GPSC3,427603,429451
GPSC3,429451,431295
GPSC3,431295,433122
GPSC3,436732,438383
GPSC3,438383,440351
GPSC3,440351,442104
GPSC3,442104,443885
GPSC3,443885,445637
GPSC3,455170,457090
GPSC3,457090,458746
GPSC3,458746,460656
GPSC3,460656,462199
GPSC3,462199,464065
GPSC3,464065,466061
GPSC3,466061,467795
GPSC3,467795,469547
GPSC3,469547,471372
GPSC3,471372,473189
GPSC3,473189,474986
GPSC3,474986,476800
GPSC3,476800,478582
GPSC3,478582,480163
GPSC3,480163,482163
GPSC3,482163,483969
GPSC3,483969,485787
GPSC3,485787,487551
GPSC3,487551,489387
GPSC3,489387,491162
GPSC3,491162,492771
GPSC3,496168,498022
GPSC3,498022,498252
GPSC3,501569,503530
GPSC3,503530,504801
GPSC3,507329,509297
GPSC3,509297,511079
GPSC3,511079,512830
GPSC3,512830,514646
GPSC3,514646,516422
GPSC3,516422,518114
GPSC3,518114,519963
GPSC3,519963,521738
GPSC3,521738,523116
GPSC3,523116,524909
GPSC3,524909,526492
GPSC3,531288,533257
GPSC3,533257,535107
GPSC3,535107,536879
GPSC3,536879,538687
GPSC3,538687,540459
GPSC3,540459,542283
GPSC3,542283,544050
GPSC3,544050,545818
GPSC3,545818,547648
GPSC3,547648,549468
GPSC3,549468,551292
GPSC3,551292,553180
GPSC3,553180,555026
GPSC3,555026,556703
GPSC3,556703,558464
GPSC3,558464,560224
GPSC3,560224,562066
GPSC3,562066,563853
GPSC3,563853,565685
GPSC3,565685,567470
GPSC3,567470,569239
GPSC3,569239,571059
GPSC3,571059,572852
GPSC3,572852,574487
GPSC3,574487,576460
GPSC3,576460,578220
GPSC3,578220,580016
GPSC3,580016,581777
GPSC3,584430,584598
GPSC3,586842,587401
GPSC3,587401,589111
GPSC3,589111,590937
GPSC3,590937,592679
GPSC3,592679,594480
GPSC3,594480,594712
GPSC3,598104,599904
GPSC3,599904,601892
GPSC3,601892,603637
GPSC3,603637,605423
GPSC3,605423,607271
GPSC3,607271,609086
GPSC3,609086,610705
GPSC3,610705,612603
GPSC3,612603,614419
GPSC3,614419,616230
GPSC3,616230,617985
GPSC3,617985,619763
GPSC3,619763,621546
GPSC3,621546,623389
GPSC3,630578,632538
GPSC3,632538,634415
GPSC3,634415,636221
GPSC3,636221,637975
GPSC3,637975,639794
GPSC3,639794,641447
GPSC3,641447,643272
GPSC3,643272,644875
GPSC3,644875,646700
GPSC3,646700,648475
GPSC3,648475,650281
GPSC3,650281,651935
GPSC3,651935,653687
GPSC3,653687,655425
GPSC3,655425,656984
GPSC3,656984,658817
GPSC3,658817,660614
GPSC3,660614,662414
GPSC3,662414,664029
GPSC3,664029,665880
GPSC3,665880,667637
GPSC3,667637,669437
GPSC3,669437,671221
GPSC3,671221,673023
GPSC3,673023,674808
GPSC3,674808,676642
GPSC3,676642,678449
GPSC3,678449,680408
GPSC3,680408,682362
GPSC3,682362,684128
GPSC3,684128,685969
GPSC3,685969,687741
GPSC3,687741,689570
GPSC3,689570,691362
GPSC3,691362,693199
GPSC3,693199,694969
GPSC3,694969,696810
GPSC3,696810,698613
GPSC3,698613,700366
GPSC3,700366,702151
GPSC3,702151,703986
GPSC3,703986,705752
GPSC3,705752,707564
GPSC3,707564,709390
GPSC3,709390,711210
GPSC3,714487,716487
GPSC3,716487,718339
GPSC3,718339,720164
GPSC3,720164,721947
GPSC3,721947,723789
GPSC3,723789,725582
GPSC3,725582,727352
GPSC3,727352,729245
GPSC3,729245,731069
GPSC3,733692,735655
GPSC3,735655,737439
GPSC3,737439,739228
GPSC3,739228,740980
GPSC3,740980,742748
GPSC3,742748,744571
GPSC3,744571,746322
GPSC3,746322,748160
GPSC3,748160,749987
GPSC3,749987,751842
GPSC3,751842,753662
GPSC3,753662,755310
GPSC3,755310,755732
GPSC3,755732,757543
GPSC3,757543,759349
GPSC3,759349,761177
GPSC3,764146,765976
GPSC3,765976,767720
GPSC3,767720,769527
GPSC3,769527,771369
GPSC3,771369,773215
GPSC3,773215,774999
GPSC3,774999,776953
GPSC3,776953,778769
GPSC3,778769,780625
GPSC3,780625,782616
GPSC3,782616,784403
GPSC3,784403,786156
GPSC3,786156,787961
GPSC3,787961,789821
GPSC3,789821,791548
GPSC3,791548,793394
GPSC3,793394,795222
GPSC3,795222,797036
GPSC3,797036,798859
GPSC3,798859,800663
GPSC3,800663,802414
GPSC3,805799,807799
GPSC3,807799,807818
GPSC3,814510,816314
GPSC3,816314,818219
GPSC3,818219,818403
GPSC3,872669,873387
GPSC3,873387,874879
GPSC3,874879,876379
GPSC3,876379,878225
GPSC3,878225,880058
GPSC3,880058,881891
GPSC3,881891,883665
GPSC3,883665,885476
GPSC3,885476,887307
GPSC3,887307,888984
GPSC3,888984,890729
GPSC3,890729,892536
GPSC3,892536,894295
GPSC3,894295,895928
GPSC3,895928,897745
GPSC3,897745,899557
GPSC3,899557,901366
GPSC3,901366,903060
GPSC3,906915,907279
GPSC3,907279,909053
GPSC3,909053,910787
GPSC3,910787,912541
GPSC3,915903,917873
GPSC3,917873,919712
GPSC3,919712,921518
GPSC3,921518,923281
GPSC3,923281,925060
GPSC3,928505,930427
GPSC3,933836,935668
GPSC3,935668,937668
GPSC3,937668,937676
GPSC3,940977,942977
GPSC3,942977,944828
GPSC3,944828,946523
GPSC3,946523,948329
GPSC3,948329,950133
GPSC3,950133,951887
GPSC3,951887,953791
GPSC3,953791,955571
GPSC3,955571,957337
GPSC3,957337,959097
GPSC3,959097,960898
GPSC3,960898,962738
GPSC3,962738,964432
GPSC3,964432,966226
GPSC3,966226,967997
GPSC3,967997,969767
GPSC3,969767,971527
GPSC3,971527,973300
GPSC3,973300,975089
GPSC3,975089,976851
GPSC3,976851,978477
GPSC3,978477,980259
GPSC3,980259,981374
GPSC3,981374,983101
GPSC3,983101,984904
GPSC3,984904,986649
GPSC3,986649,988372
GPSC3,988372,990089
GPSC3,990089,991932
GPSC3,991932,993822
GPSC3,993822,995686
GPSC3,995686,997446
GPSC3,997446,998902
GPSC3,1004003,1006003
GPSC3,1006003,1007953
GPSC3,1007953,1009742
GPSC3,1009742,1011480
GPSC3,1011480,1013269
GPSC3,1013269,1015145
GPSC3,1015145,1016974
GPSC3,1016974,1018679
GPSC3,1018679,1020516
GPSC3,1020516,1022253
GPSC3,1022253,1024079
GPSC3,1024079,1025692
GPSC3,1025692,1027445
GPSC3,1027445,1029356
GPSC3,1029356,1031144
GPSC3,1031144,1032883
GPSC3,1032883,1034578
GPSC3,1034578,1036437
GPSC3,1036437,1038218
GPSC3,1038218,1039971
GPSC3,1039971,1041745
GPSC3,1041745,1043365
GPSC3,1043365,1045217
GPSC3,1045217,1047120
GPSC3,1047120,1048979
GPSC3,1048979,1050762
GPSC3,1050762,1052514
GPSC3,1052514,1054280
GPSC3,1054280,1056196
GPSC3,1056196,1057958
GPSC3,1057958,1059823
GPSC3,1059823,1061635
GPSC3,1061635,1063294
GPSC3,1063294,1065104
GPSC3,1065104,1066835
GPSC3,1066835,1068589
GPSC3,1071498,1073358
GPSC3,1073358,1075331
GPSC3,1075331,1077138
GPSC3,1090491,1091484
GPSC3,1091484,1093304
GPSC3,1093304,1095067
GPSC3,1095067,1096878
GPSC3,1096878,1098752
GPSC3,1104186,1106117
GPSC3,1106117,1107911
GPSC3,1107911,1109615
GPSC3,1109615,1111332
GPSC3,1111332,1113121
GPSC3,1113121,1114983
GPSC3,1114983,1116778
GPSC3,1116778,1118933
GPSC3,1118933,1120784
GPSC3,1120784,1122564
GPSC3,1122564,1124460
GPSC3,1124460,1124855
GPSC3,1132846,1134713
GPSC3,1134713,1136591
GPSC3,1136591,1138231
GPSC3,1138231,1139676
GPSC3,1144851,1146789
GPSC3,1146789,1148544
GPSC3,1148544,1150342
GPSC3,1150342,1152141
GPSC3,1152141,1153958
GPSC3,1153958,1155776
GPSC3,1155776,1157565
GPSC3,1157565,1159359
GPSC3,1159359,1161278
GPSC3,1161278,1163056
GPSC3,1163056,1164840
GPSC3,1164840,1166686
GPSC3,1166686,1168459
GPSC3,1168459,1170244
GPSC3,1170244,1172038
GPSC3,1176852,1178804
GPSC3,1178804,1180583
GPSC3,1180583,1182323
GPSC3,1182323,1184031
GPSC3,1184031,1185826
GPSC3,1185826,1187588
GPSC3,1187588,1189416
GPSC3,1189416,1191230
GPSC3,1191230,1193079
GPSC3,1193079,1194909
GPSC3,1194909,1196754
GPSC3,1196754,1198540
GPSC3,1198540,1200171
GPSC3,1200171,1201968
GPSC3,1201968,1203771
GPSC3,1203771,1205575
GPSC3,1205575,1207324
GPSC3,1207324,1209149
GPSC3,1209149,1210956
GPSC3,1210956,1212767
GPSC3,1212767,1214572
GPSC3,1217707,1219707
GPSC3,1219707,1221559
GPSC3,1221559,1223230
GPSC3,1223230,1225013
GPSC3,1227910,1229910
GPSC3,1229910,1231663
GPSC3,1231663,1233469
GPSC3,1233469,1235160
GPSC3,1235160,1236945
