sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
Yale-CS00167,1902136,Streptococcus,Streptococcus sp. NPS 308,,8953,2055.36,,59,13.5448,
Yale-CS00167,488,Neisseria,Neisseria mucosa,,59274,13607.7,,3305,758.738,
Yale-CS00167,28037,Streptococcus,Streptococcus mitis,,376949,86537.2,,141562,32498.8,
Yale-CS00167,28449,Neisseria,Neisseria subflava,,181249,41609.8,,81713,18759.1,
Yale-CS00167,87883,Burkholderia,Burkholderia multivorans,,0,0,,3243,744.504,
Yale-CS00167,217203,Achromobacter,Achromobacter spanius,,19,4.3619,,2,0.4591,
Yale-CS00167,712623,Streptococcus,Streptococcus sp. oral taxon 061,,207750,47693.7,,18302,4201.64,
Yale-CS00167,1560345,Sphingomonas,Sphingomonas panacis,,1,0.2296,,0,0,
Yale-CS00167,1303,Streptococcus,Streptococcus oralis,,144819,33246.5,,192555,44205.4,
Yale-CS00167,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,19179,4402.97,,333,76.4477,
Yale-CS00167,2598453,Streptococcus,Streptococcus sp. 116-D4,,71017,16303.6,,82,18.825,
Yale-CS00167,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,4,0.9183,,0,0,
Yale-CS00167,1355,Enterococcus,Enterococcus columbae,,1,0.2296,,2,0.4591,
Yale-CS00167,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,4559,1046.62,,49,11.2491,
Yale-CS00167,1307,Streptococcus,Streptococcus suis,,3058,702.033,,94955,21799.1,
Yale-CS00167,1308,Streptococcus,Streptococcus thermophilus,,103405,23739,,82436,18925.1,
Yale-CS00167,712624,Streptococcus,Streptococcus sp. oral taxon 064,,9822,2254.86,,15,3.4436,
Yale-CS00167,722659,Cabera,Cabera pusaria,,86,19.7433,,0,0,
Yale-CS00167,1305,Streptococcus,Streptococcus sanguinis,,41798,9595.68,,2837,651.298,
Yale-CS00167,7038,Bemisia,Bemisia tabaci,,2,0.4591,,0,0,
Yale-CS00167,2047,Rothia,Rothia dentocariosa,,504,115.705,,1108,254.367,
Yale-CS00167,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,36,8.2646,,9,2.0662,
Yale-CS00167,712633,Streptococcus,Streptococcus sp. oral taxon 431,,299264,68702.8,,10807,2480.99,
Yale-CS00167,1523415,Sphingomonas,Sphingomonas sp. AAP5,,3,0.6887,,0,0,
Yale-CS00167,2282475,Achromobacter,Achromobacter sp. B7,,16,3.6732,,0,0,
Yale-CS00167,2598457,Streptococcus,Streptococcus sp. KS 6,,20,4.5915,,0,0,
Yale-CS00167,1660,Schaalia,Schaalia odontolytica,,11018,2529.43,,2224,510.57,
Yale-CS00167,28132,Prevotella,Prevotella melaninogenica,,58933,13529.4,,14619,3356.12,
Yale-CS00167,43675,Rothia,Rothia mucilaginosa,,98039,22507.1,,36087,8284.59,
Yale-CS00167,1517551,Sphingomonas,Sphingomonas sp. HMP6,,10,2.2957,,1,0.2296,
Yale-CS00167,2382163,Streptococcus,Streptococcus koreensis,,4634,1063.84,,211,48.4398,
Yale-CS00167,2682456,Veillonella,Veillonella nakazawae,,1636,375.581,,14,3.214,
Yale-CS00167,1282,Staphylococcus,Staphylococcus epidermidis,,5,1.1479,,583,133.841,
Yale-CS00167,29394,Dolosigranulum,Dolosigranulum pigrum,,0,0,,1,0.2296,
Yale-CS00167,38304,Corynebacterium,Corynebacterium tuberculostearicum,,5,1.1479,,0,0,
Yale-CS00167,273384,Brevibacterium,Brevibacterium aurantiacum,,25,5.7393,,3,0.6887,
Yale-CS00167,2576376,Streptococcus,Streptococcus sp. 1643,,2700,619.846,,1486,341.145,
Yale-CS00167,4565,Triticum,Triticum aestivum,,10,2.2957,,0,0,
Yale-CS00167,28131,Prevotella,Prevotella intermedia,,346,79.4322,,292,67.0352,
Yale-CS00167,77133,,uncultured bacterium,,227996,52341.7,,10571,2426.81,
Yale-CS00167,85698,Achromobacter,Achromobacter xylosoxidans,,26,5.9689,,86,19.7433,
Yale-CS00167,748215,Sesia,Sesia apiformis,,6,1.3774,,0,0,
Yale-CS00167,729,Haemophilus,Haemophilus parainfluenzae,,2214,508.274,,1059,243.117,
Yale-CS00167,1343,Streptococcus,Streptococcus vestibularis,,21640,4967.95,,6871,1577.39,
Yale-CS00167,1313,Streptococcus,Streptococcus pneumoniae,,389239,89358.6,,238061,54652.3,
Yale-CS00167,47878,Pseudomonas,Pseudomonas azotoformans,,25,5.7393,,2,0.4591,
Yale-CS00167,1353889,Achromobacter,Achromobacter pestifer,,1,0.2296,,0,0,
Yale-CS00167,1304,Streptococcus,Streptococcus salivarius,,635248,145836,,168534,38690.8,
Yale-CS00167,1419814,Streptococcus,Streptococcus sp. VT 162,,3188,731.878,,940,215.798,
Yale-CS00167,1759399,Streptococcus,Streptococcus sp. A12,,17675,4057.7,,1158,265.845,
Yale-CS00167,39777,Veillonella,Veillonella atypica,,4382,1005.99,,2495,572.784,
Yale-CS00167,44008,Enterococcus,Enterococcus cecorum,,707,162.308,,5,1.1479,
Yale-CS00167,78535,Streptococcus,Streptococcus viridans,,24090,5530.41,,5,1.1479,
Yale-CS00167,113107,Streptococcus,Streptococcus australis,,14280,3278.3,,9722,2231.91,
Yale-CS00167,2832643,,Caudoviricetes sp.,,6309,1448.37,,9315,2138.47,
Yale-CS00167,4498,Avena,Avena sativa,,12,2.7549,,0,0,
Yale-CS00167,712122,Actinomyces,Actinomyces sp. oral taxon 414,,29,6.6576,,1,0.2296,
Yale-CS00167,1156431,Streptococcus,Streptococcus ilei,,19858,4558.85,,4021,923.112,
Yale-CS00167,1433513,Streptococcus,Streptococcus gwangjuense,,33126,7604.83,,907,208.222,
Yale-CS00167,1292,Staphylococcus,Staphylococcus warneri,,0,0,,2,0.4591,
Yale-CS00167,32002,Achromobacter,Achromobacter denitrificans,,14,3.214,,0,0,
Yale-CS00167,1177574,Prevotella,Prevotella jejuni,,2129,488.76,,558,128.102,
Yale-CS00167,486,Neisseria,Neisseria lactamica,,535,122.821,,1062,243.806,
Yale-CS00167,46124,Granulicatella,Granulicatella adiacens,,72741,16699.3,,92,21.1207,
Yale-CS00167,257758,Streptococcus,Streptococcus pseudopneumoniae,,22873,5251.02,,100784,23137.3,
Yale-CS00167,391953,Aquincola,Aquincola tertiaricarbonis,,2,0.4591,,0,0,
Yale-CS00167,470565,Prevotella,Prevotella histicola,,178,40.8639,,701,160.93,
Yale-CS00188,46124,Granulicatella,Granulicatella adiacens,,289,61.8444,,62,13.2676,
Yale-CS00188,77133,,uncultured bacterium,,1193,255.295,,4,0.856,
Yale-CS00188,1156431,Streptococcus,Streptococcus ilei,,2881,616.518,,807,172.693,
Yale-CS00188,1292,Staphylococcus,Staphylococcus warneri,,0,0,,2,0.428,
Yale-CS00188,1313,Streptococcus,Streptococcus pneumoniae,,762840,163243,,1133518,242566,
Yale-CS00188,488,Neisseria,Neisseria mucosa,,6,1.284,,5,1.07,
Yale-CS00188,44008,Enterococcus,Enterococcus cecorum,,4,0.856,,4,0.856,
Yale-CS00188,4932,Saccharomyces,Saccharomyces cerevisiae,,20,4.2799,,10,2.1399,
Yale-CS00188,712633,Streptococcus,Streptococcus sp. oral taxon 431,,162048,34677.4,,2663,569.867,
Yale-CS00188,1759399,Streptococcus,Streptococcus sp. A12,,3517,752.618,,70,14.9796,
Yale-CS00188,2610896,Streptococcus,Streptococcus sp. LPB0220,,46333,9915,,86,18.4035,
Yale-CS00188,78535,Streptococcus,Streptococcus viridans,,312,66.7662,,3,0.642,
Yale-CS00188,2576376,Streptococcus,Streptococcus sp. 1643,,53054,11353.3,,623,133.318,
Yale-CS00188,2819619,Streptococcus,Streptococcus toyakuensis,,14772,3161.12,,109,23.3254,
Yale-CS00188,1902136,Streptococcus,Streptococcus sp. NPS 308,,36550,7821.49,,49746,10645.4,
Yale-CS00188,712624,Streptococcus,Streptococcus sp. oral taxon 064,,114659,24536.4,,143,30.6012,
Yale-CS00188,2598453,Streptococcus,Streptococcus sp. 116-D4,,96688,20690.7,,303,64.8403,
Yale-CS00188,1747,Cutibacterium,Cutibacterium acnes,,0,0,,2,0.428,
Yale-CS00188,1305,Streptococcus,Streptococcus sanguinis,,1286,275.197,,8141,1742.13,
Yale-CS00188,87883,Burkholderia,Burkholderia multivorans,,0,0,,40933,8759.43,
Yale-CS00188,2382163,Streptococcus,Streptococcus koreensis,,5574,1192.8,,104,22.2554,
Yale-CS00188,2682456,Veillonella,Veillonella nakazawae,,2,0.428,,4,0.856,
Yale-CS00188,1303,Streptococcus,Streptococcus oralis,,1430749,306172,,770917,164972,
Yale-CS00188,1343,Streptococcus,Streptococcus vestibularis,,1124,240.53,,12369,2646.9,
Yale-CS00188,102684,Streptococcus,Streptococcus infantarius,,3,0.642,,69,14.7656,
Yale-CS00188,729,Haemophilus,Haemophilus parainfluenzae,,1,0.214,,113,24.1814,
Yale-CS00188,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,8593,1838.85,
Yale-CS00188,1282,Staphylococcus,Staphylococcus epidermidis,,0,0,,17,3.6379,
Yale-CS00188,1308,Streptococcus,Streptococcus thermophilus,,8690,1859.61,,10194,2181.46,
Yale-CS00188,1419814,Streptococcus,Streptococcus sp. VT 162,,93177,19939.3,,1185,253.583,
Yale-CS00188,2832643,,Caudoviricetes sp.,,4424,946.711,,29149,6237.72,
Yale-CS00188,1318,Streptococcus,Streptococcus parasanguinis,,37371,7997.18,,146367,31321.7,
Yale-CS00188,257758,Streptococcus,Streptococcus pseudopneumoniae,,65421,13999.7,,72904,15601,
Yale-CS00188,1177574,Prevotella,Prevotella jejuni,,4,0.856,,4,0.856,
Yale-CS00188,2598457,Streptococcus,Streptococcus sp. KS 6,,6,1.284,,1,0.214,
Yale-CS00188,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,3,0.642,
Yale-CS00188,43675,Rothia,Rothia mucilaginosa,,211670,45296.2,,25182,5388.81,
Yale-CS00188,712623,Streptococcus,Streptococcus sp. oral taxon 061,,144819,30990.4,,433,92.6595,
Yale-CS00188,1433513,Streptococcus,Streptococcus gwangjuense,,73236,15672.1,,1156,247.377,
Yale-CS00188,1660,Schaalia,Schaalia odontolytica,,1312,280.761,,685,146.586,
Yale-CS00188,2047,Rothia,Rothia dentocariosa,,30001,6420.04,,28128,6019.23,
Yale-CS00188,1304,Streptococcus,Streptococcus salivarius,,129844,27785.9,,36691,7851.67,
Yale-CS00188,28449,Neisseria,Neisseria subflava,,38,8.1318,,29,6.2058,
Yale-CS00188,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,50511,10809.1,,31,6.6338,
Yale-CS00188,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,6185,1323.55,,76,16.2636,
Yale-CS00188,1307,Streptococcus,Streptococcus suis,,375,80.2479,,3588,767.812,
Yale-CS00188,113107,Streptococcus,Streptococcus australis,,31775,6799.67,,5373,1149.79,
Yale-CS00188,1283,Staphylococcus,Staphylococcus haemolyticus,,0,0,,11,2.3539,
Yale-CS00188,28037,Streptococcus,Streptococcus mitis,,628644,134526,,383758,82122,
Yale-CS00190,1282,Staphylococcus,Staphylococcus epidermidis,,0,0,,30,5.7406,
Yale-CS00190,1433513,Streptococcus,Streptococcus gwangjuense,,18215,3485.53,,23365,4471.01,
Yale-CS00190,113107,Streptococcus,Streptococcus australis,,55779,10673.6,,61699,11806.4,
Yale-CS00190,1419814,Streptococcus,Streptococcus sp. VT 162,,177408,33947.9,,1468,280.909,
Yale-CS00190,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,10184,1948.76,,123,23.5366,
Yale-CS00190,1307,Streptococcus,Streptococcus suis,,152,29.0859,,2175,416.197,
Yale-CS00190,1308,Streptococcus,Streptococcus thermophilus,,2744,525.078,,19670,3763.95,
Yale-CS00190,78535,Streptococcus,Streptococcus viridans,,50136,9593.77,,20,3.8271,
Yale-CS00190,1759399,Streptococcus,Streptococcus sp. A12,,1201,229.817,,104,19.9009,
Yale-CS00190,2682456,Veillonella,Veillonella nakazawae,,73,13.9689,,1,0.1914,
Yale-CS00190,87883,Burkholderia,Burkholderia multivorans,,0,0,,33660,6441,
Yale-CS00190,1283,Staphylococcus,Staphylococcus haemolyticus,,2,0.3827,,0,0,
Yale-CS00190,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,5,0.9568,
Yale-CS00190,1305,Streptococcus,Streptococcus sanguinis,,913,174.707,,10893,2084.43,
Yale-CS00190,2047,Rothia,Rothia dentocariosa,,194478,37214.3,,156177,29885.2,
Yale-CS00190,4932,Saccharomyces,Saccharomyces cerevisiae,,59,11.2899,,36,6.8888,
Yale-CS00190,155900,,uncultured organism,,30,5.7406,,0,0,
Yale-CS00190,1902136,Streptococcus,Streptococcus sp. NPS 308,,16236,3106.84,,148,28.3205,
Yale-CS00190,1303,Streptococcus,Streptococcus oralis,,2126732,406960,,1462728,279900,
Yale-CS00190,729,Haemophilus,Haemophilus parainfluenzae,,12,2.2963,,3043,582.293,
Yale-CS00190,1304,Streptococcus,Streptococcus salivarius,,186844,35753.5,,84806,16228,
Yale-CS00190,1343,Streptococcus,Streptococcus vestibularis,,2812,538.09,,20006,3828.24,
Yale-CS00190,1747,Cutibacterium,Cutibacterium acnes,,0,0,,22,4.2098,
Yale-CS00190,470565,Prevotella,Prevotella histicola,,0,0,,1,0.1914,
Yale-CS00190,2576376,Streptococcus,Streptococcus sp. 1643,,105031,20098.2,,2494,477.239,
Yale-CS00190,29394,Dolosigranulum,Dolosigranulum pigrum,,1,0.1914,,0,0,
Yale-CS00190,77133,,uncultured bacterium,,1443,276.125,,98,18.7528,
Yale-CS00190,712633,Streptococcus,Streptococcus sp. oral taxon 431,,149400,28588.4,,5623,1075.99,
Yale-CS00190,43675,Rothia,Rothia mucilaginosa,,480708,91985.8,,107906,20648.3,
Yale-CS00190,712122,Actinomyces,Actinomyces sp. oral taxon 414,,19,3.6357,,0,0,
Yale-CS00190,2610896,Streptococcus,Streptococcus sp. LPB0220,,10110,1934.6,,16,3.0617,
Yale-CS00190,257758,Streptococcus,Streptococcus pseudopneumoniae,,27699,5300.34,,189140,36192.9,
Yale-CS00190,2598457,Streptococcus,Streptococcus sp. KS 6,,36,6.8888,,0,0,
Yale-CS00190,102684,Streptococcus,Streptococcus infantarius,,1,0.1914,,8337,1595.33,
Yale-CS00190,712623,Streptococcus,Streptococcus sp. oral taxon 061,,85824,16422.8,,1474,282.057,
Yale-CS00190,712624,Streptococcus,Streptococcus sp. oral taxon 064,,244250,46738.4,,9064,1734.44,
Yale-CS00190,28132,Prevotella,Prevotella melaninogenica,,10,1.9136,,5,0.9568,
Yale-CS00190,1156431,Streptococcus,Streptococcus ilei,,5811,1111.96,,895,171.263,
Yale-CS00190,1660,Schaalia,Schaalia odontolytica,,11149,2133.41,,874,167.244,
Yale-CS00190,44008,Enterococcus,Enterococcus cecorum,,8,1.5308,,4,0.7654,
Yale-CS00190,488,Neisseria,Neisseria mucosa,,0,0,,7,1.3395,
Yale-CS00190,7038,Bemisia,Bemisia tabaci,,1,0.1914,,0,0,
Yale-CS00190,1318,Streptococcus,Streptococcus parasanguinis,,9873,1889.25,,33837,6474.87,
Yale-CS00190,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,16678,3191.42,
Yale-CS00190,486,Neisseria,Neisseria lactamica,,0,0,,1,0.1914,
Yale-CS00190,28449,Neisseria,Neisseria subflava,,18,3.4444,,12,2.2963,
Yale-CS00190,39777,Veillonella,Veillonella atypica,,8,1.5308,,3,0.5741,
Yale-CS00190,2382163,Streptococcus,Streptococcus koreensis,,21004,4019.22,,66,12.6294,
Yale-CS00190,2819619,Streptococcus,Streptococcus toyakuensis,,6320,1209.36,,42,8.0369,
Yale-CS00190,1313,Streptococcus,Streptococcus pneumoniae,,405748,77641.8,,812924,155557,
Yale-CS00190,28037,Streptococcus,Streptococcus mitis,,234146,44805,,316461,60556.3,
Yale-CS00190,46124,Granulicatella,Granulicatella adiacens,,505,96.6342,,103,19.7095,
Yale-CS00190,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,25332,4847.4,,56,10.7159,
Yale-CS00190,1177574,Prevotella,Prevotella jejuni,,1,0.1914,,0,0,
Yale-CS00190,2832643,,Caudoviricetes sp.,,1266,242.255,,1066,203.984,
Yale-CS00190,2598453,Streptococcus,Streptococcus sp. 116-D4,,96322,18431.7,,260,49.7523,
Yale-CS00030,1517551,Sphingomonas,Sphingomonas sp. HMP6,,1,0.1647,,0,0,
Yale-CS00030,2576376,Streptococcus,Streptococcus sp. 1643,,708,116.59,,1,0.1647,
Yale-CS00030,155900,,uncultured organism,,13,2.1408,,0,0,
Yale-CS00030,1701825,,Streptococcus phage phiARI0460-2,,58445,9624.45,,0,0,
Yale-CS00030,28037,Streptococcus,Streptococcus mitis,,39505,6505.5,,59312,9767.22,
Yale-CS00030,1902136,Streptococcus,Streptococcus sp. NPS 308,,8,1.3174,,4,0.6587,
Yale-CS00030,1916195,,Streptococcus phage IPP58,,21,3.4582,,0,0,
Yale-CS00030,1305,Streptococcus,Streptococcus sanguinis,,2,0.3294,,84,13.8327,
Yale-CS00030,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,2,0.3294,,0,0,
Yale-CS00030,712633,Streptococcus,Streptococcus sp. oral taxon 431,,2281,375.624,,6,0.9881,
Yale-CS00030,1747,Cutibacterium,Cutibacterium acnes,,0,0,,1,0.1647,
Yale-CS00030,1307,Streptococcus,Streptococcus suis,,13,2.1408,,215844,35544.2,
Yale-CS00030,712624,Streptococcus,Streptococcus sp. oral taxon 064,,23,3.7875,,3,0.494,
Yale-CS00030,77133,,uncultured bacterium,,143,23.5486,,0,0,
Yale-CS00030,712623,Streptococcus,Streptococcus sp. oral taxon 061,,38,6.2577,,0,0,
Yale-CS00030,748215,Sesia,Sesia apiformis,,1,0.1647,,0,0,
Yale-CS00030,158754,Sphingomonas,uncultured Sphingomonas sp.,,0,0,,4,0.6587,
Yale-CS00030,722659,Cabera,Cabera pusaria,,16,2.6348,,0,0,
Yale-CS00030,1916161,,Streptococcus phage IPP21,,4739,780.396,,0,0,
Yale-CS00030,1308,Streptococcus,Streptococcus thermophilus,,0,0,,456,75.0919,
Yale-CS00030,1318,Streptococcus,Streptococcus parasanguinis,,0,0,,22771,3749.82,
Yale-CS00030,287,Pseudomonas,Pseudomonas aeruginosa,,5,0.8234,,404,66.5288,
Yale-CS00030,1343,Streptococcus,Streptococcus vestibularis,,2,0.3294,,0,0,
Yale-CS00030,2598453,Streptococcus,Streptococcus sp. 116-D4,,2917,480.358,,872,143.597,
Yale-CS00030,2832643,,Caudoviricetes sp.,,30,4.9403,,584,96.1704,
Yale-CS00030,113107,Streptococcus,Streptococcus australis,,308,50.72,,51,8.3984,
Yale-CS00030,1313,Streptococcus,Streptococcus pneumoniae,,5343960,880018,,4747534,781802,
Yale-CS00030,257758,Streptococcus,Streptococcus pseudopneumoniae,,3906,643.222,,55716,9175.05,
Yale-CS00030,1304,Streptococcus,Streptococcus salivarius,,0,0,,378,62.2473,
Yale-CS00030,1419814,Streptococcus,Streptococcus sp. VT 162,,3540,582.951,,175,28.8182,
Yale-CS00030,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,19,3.1288,,0,0,
Yale-CS00030,1303,Streptococcus,Streptococcus oralis,,7671,1263.22,,14042,2312.37,
Yale-CS00030,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,1,0.1647,
Yale-CS00030,1523415,Sphingomonas,Sphingomonas sp. AAP5,,3,0.494,,0,0,
Yale-CS00030,2819619,Streptococcus,Streptococcus toyakuensis,,293,48.2499,,403,66.3642,
Yale-CS00030,102684,Streptococcus,Streptococcus infantarius,,0,0,,9909,1631.77,
Yale-CS00030,1433513,Streptococcus,Streptococcus gwangjuense,,2533,417.123,,1185,195.14,
Yale-CS00032,1747,Cutibacterium,Cutibacterium acnes,,2,0.3884,,2,0.3884,
Yale-CS00032,712623,Streptococcus,Streptococcus sp. oral taxon 061,,27,5.2435,,0,0,
Yale-CS00032,748215,Sesia,Sesia apiformis,,1,0.1942,,0,0,
Yale-CS00032,1305,Streptococcus,Streptococcus sanguinis,,1,0.1942,,10,1.942,
Yale-CS00032,155900,,uncultured organism,,19,3.6898,,0,0,
Yale-CS00032,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,4,0.7768,,0,0,
Yale-CS00032,28037,Streptococcus,Streptococcus mitis,,35700,6933.01,,57519,11170.3,
Yale-CS00032,113107,Streptococcus,Streptococcus australis,,13,2.5246,,0,0,
Yale-CS00032,1419814,Streptococcus,Streptococcus sp. VT 162,,679,131.863,,41,7.9623,
Yale-CS00032,1308,Streptococcus,Streptococcus thermophilus,,4,0.7768,,68,13.2057,
Yale-CS00032,712624,Streptococcus,Streptococcus sp. oral taxon 064,,9,1.7478,,0,0,
Yale-CS00032,1304,Streptococcus,Streptococcus salivarius,,2,0.3884,,7,1.3594,
Yale-CS00032,102684,Streptococcus,Streptococcus infantarius,,0,0,,8,1.5536,
Yale-CS00032,1701825,,Streptococcus phage phiARI0460-2,,6,1.1652,,0,0,
Yale-CS00032,2598453,Streptococcus,Streptococcus sp. 116-D4,,1165,226.245,,2815,546.679,
Yale-CS00032,712633,Streptococcus,Streptococcus sp. oral taxon 431,,477,92.6343,,7,1.3594,
Yale-CS00032,1916160,,Streptococcus phage IPP20,,14349,2786.6,,0,0,
Yale-CS00032,257758,Streptococcus,Streptococcus pseudopneumoniae,,2970,576.78,,59412,11537.9,
Yale-CS00032,2832643,,Caudoviricetes sp.,,6,1.1652,,392,76.1272,
Yale-CS00032,1343,Streptococcus,Streptococcus vestibularis,,0,0,,122,23.6926,
Yale-CS00032,2382163,Streptococcus,Streptococcus koreensis,,1,0.1942,,0,0,
Yale-CS00032,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,31,6.0203,,0,0,
Yale-CS00032,2819619,Streptococcus,Streptococcus toyakuensis,,181,35.1506,,6,1.1652,
Yale-CS00032,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,95,18.4492,
Yale-CS00032,1318,Streptococcus,Streptococcus parasanguinis,,0,0,,31,6.0203,
Yale-CS00032,1303,Streptococcus,Streptococcus oralis,,5994,1164.05,,13297,2582.3,
Yale-CS00032,722659,Cabera,Cabera pusaria,,2,0.3884,,0,0,
Yale-CS00032,2576376,Streptococcus,Streptococcus sp. 1643,,302,58.649,,1,0.1942,
Yale-CS00032,76775,Malassezia,Malassezia restricta,,2,0.3884,,2,0.3884,
Yale-CS00032,1433513,Streptococcus,Streptococcus gwangjuense,,1242,241.199,,159,30.8781,
Yale-CS00032,1902136,Streptococcus,Streptococcus sp. NPS 308,,8,1.5536,,0,0,
Yale-CS00032,77133,,uncultured bacterium,,13666,2653.96,,414568,80509.9,
Yale-CS00032,1313,Streptococcus,Streptococcus pneumoniae,,4563657,886271,,3395843,659479,
Yale-CS00032,1143063,Lochmaea,Lochmaea crataegi,,1,0.1942,,0,0,
Yale-CS00032,1307,Streptococcus,Streptococcus suis,,23,4.4667,,34,6.6029,
Yale-CS00032,158754,Sphingomonas,uncultured Sphingomonas sp.,,2,0.3884,,0,0,
Yale-CS00032,1701838,,Streptococcus phage phiARI0826,,6470,1256.49,,0,0,
Yale-CS00032,1916161,,Streptococcus phage IPP21,,720,139.825,,0,0,
Yale-CS00032,1916155,,Streptococcus phage IPP15,,1348,261.784,,0,0,
Yale-CS00032,488,Neisseria,Neisseria mucosa,,0,0,,2,0.3884,
Yale-CS00032,1156431,Streptococcus,Streptococcus ilei,,1,0.1942,,0,0,
Yale-CS00178,2598453,Streptococcus,Streptococcus sp. 116-D4,,28826,7970.01,,119,32.902,
Yale-CS00178,1433513,Streptococcus,Streptococcus gwangjuense,,110511,30554.9,,2436,673.522,
Yale-CS00178,43675,Rothia,Rothia mucilaginosa,,171083,47302.2,,99744,27577.9,
Yale-CS00178,470565,Prevotella,Prevotella histicola,,98,27.0957,,81,22.3954,
Yale-CS00178,87883,Burkholderia,Burkholderia multivorans,,0,0,,4317,1193.59,
Yale-CS00178,1318,Streptococcus,Streptococcus parasanguinis,,70335,19446.7,,81763,22606.4,
Yale-CS00178,28037,Streptococcus,Streptococcus mitis,,908945,251311,,379964,105055,
Yale-CS00178,287,Pseudomonas,Pseudomonas aeruginosa,,0,0,,101,27.9252,
Yale-CS00178,712623,Streptococcus,Streptococcus sp. oral taxon 061,,353376,97703.9,,404,111.701,
Yale-CS00178,2610896,Streptococcus,Streptococcus sp. LPB0220,,36619,10124.7,,109,30.1371,
Yale-CS00178,1282,Staphylococcus,Staphylococcus epidermidis,,5,1.3824,,412,113.913,
Yale-CS00178,1902136,Streptococcus,Streptococcus sp. NPS 308,,15206,4204.26,,1929,533.343,
Yale-CS00178,712633,Streptococcus,Streptococcus sp. oral taxon 431,,155187,42907.2,,8720,2410.97,
Yale-CS00178,1308,Streptococcus,Streptococcus thermophilus,,3665,1013.32,,12989,3591.29,
Yale-CS00178,1355,Enterococcus,Enterococcus columbae,,27,7.4652,,0,0,
Yale-CS00178,2047,Rothia,Rothia dentocariosa,,34311,9486.54,,19499,5391.22,
Yale-CS00178,1143063,Lochmaea,Lochmaea crataegi,,1,0.2765,,0,0,
Yale-CS00178,729,Haemophilus,Haemophilus parainfluenzae,,6496,1796.06,,575,158.98,
Yale-CS00178,1343,Streptococcus,Streptococcus vestibularis,,401,110.871,,195,53.915,
Yale-CS00178,77133,,uncultured bacterium,,25573,7070.6,,1895,523.943,
Yale-CS00178,85698,Achromobacter,Achromobacter xylosoxidans,,2,0.553,,9,2.4884,
Yale-CS00178,712624,Streptococcus,Streptococcus sp. oral taxon 064,,20437,5650.56,,1179,325.978,
Yale-CS00178,155900,,uncultured organism,,2334,645.321,,0,0,
Yale-CS00178,1747,Cutibacterium,Cutibacterium acnes,,15,4.1473,,348,96.2175,
Yale-CS00178,102684,Streptococcus,Streptococcus infantarius,,554,153.174,,6585,1820.67,
Yale-CS00178,1303,Streptococcus,Streptococcus oralis,,161047,44527.4,,140666,38892.3,
Yale-CS00178,1304,Streptococcus,Streptococcus salivarius,,64894,17942.3,,7867,2175.12,
Yale-CS00178,1156431,Streptococcus,Streptococcus ilei,,10320,2853.35,,4301,1189.17,
Yale-CS00178,28131,Prevotella,Prevotella intermedia,,41,11.336,,15,4.1473,
Yale-CS00178,2598457,Streptococcus,Streptococcus sp. KS 6,,9,2.4884,,0,0,
Yale-CS00178,712122,Actinomyces,Actinomyces sp. oral taxon 414,,45,12.4419,,8,2.2119,
Yale-CS00178,488,Neisseria,Neisseria mucosa,,3566,985.953,,132,36.4963,
Yale-CS00178,44008,Enterococcus,Enterococcus cecorum,,1276,352.797,,5,1.3824,
Yale-CS00178,1660,Schaalia,Schaalia odontolytica,,33251,9193.47,,15156,4190.44,
Yale-CS00178,486,Neisseria,Neisseria lactamica,,27,7.4652,,49,13.5479,
Yale-CS00178,2682456,Veillonella,Veillonella nakazawae,,25,6.9122,,1,0.2765,
Yale-CS00178,2759692,Streptococcus,Streptococcus sp. Marseille-Q3533,,9115,2520.18,,154,42.579,
Yale-CS00178,2819619,Streptococcus,Streptococcus toyakuensis,,6393,1767.58,,57,15.7598,
Yale-CS00178,29394,Dolosigranulum,Dolosigranulum pigrum,,0,0,,3,0.8295,
Yale-CS00178,1839799,Streptococcus,Streptococcus sp. FDAARGOS_192,,58,16.0362,,0,0,
Yale-CS00178,28449,Neisseria,Neisseria subflava,,2936,811.766,,4349,1202.44,
Yale-CS00178,2282475,Achromobacter,Achromobacter sp. B7,,2,0.553,,0,0,
